id,registration_number,model,brand,color,max_speed,seating_capacity,year_of_manufacture
1949,AB8131TZ,Cabriolet,Dodge,Пісочний колір,238,49,1972
1950,RR2559IX,Elantra,Chevrolet,Мідний,114,49,1984
1951,AC0541PE,LS,Ford,Пурпурний,288,31,1927
1952,XI5846XT,Insight,GMC,Рожево-лавандний,243,14,2001
1953,NN3316AN,Silverado 3500 HD Double Cab,Acura,Багряний,295,48,1927
1954,MV0270OO,Xtra Cab,BMW,Рожевий Маунтбеттена,258,13,1963
1955,ET4056AZ,H1,Dodge,Червоновато-брунатний,114,38,1915
1956,XI7014KC,Sierra 2500 HD Regular Cab,Dodge,Сині яйця малинівки,155,46,1893
1957,EX3876AY,XC90,Volvo,Пісочний колір,272,13,1965
1958,AT8156EB,Protege,Acura,Бронзовий,164,8,1965
1959,IE3064HO,Jimmy,Maserati,Темно-рожевий,138,33,1924
1960,IA1933EB,Armada,Ford,Рожевий,101,1,1968
1961,SV1693BR,Suburban 2500,Honda,Вохра,137,36,1944
1962,BE9712AI,X3,Dodge,Яскраво-фіолетовий,232,11,1931
1963,ME2600PE,850,Ford,Кораловий,255,3,1944
1964,IN5225HT,IS,Cadillac,Синій Клейна,205,24,1934
1965,TM3985XA,Stealth,Acura,Візантійський,225,47,1913
1966,TS8080TP,Prowler,Toyota,Берлінська лазур,135,18,1971
1967,ET3702BH,Golf III,Hyundai,Помаранчево-рожевий,216,32,1966
1968,TT0407HN,Thunderbird,Dodge,Золотисто-каштановий,223,46,1991
1969,ME9741PN,Optima,Ford,Рожево-лавандний,110,9,1989
1970,SN2277TC,Grand Vitara,Toyota,Берлінська лазур,282,1,1900
1971,NV3532TP,HR-V,Toyota,Кукурудзяний,249,5,2008
1972,ET2643KC,Sonata,Chevrolet,Темно-кораловий,179,49,2017
1973,TI0827AA,B-Series Cab Plus,Cadillac,Фіолетово-баклажановий,129,16,1964
1974,KX2070PK,Sierra 2500 Regular Cab,Hyundai,Палений оранжевий,269,40,1987
1975,MR4189IN,Silhouette,Ford,Кукурудзяний,105,1,1985
1976,XS4052IO,M,Volvo,Ціано-блакитний,265,14,1933
1977,ET7578KT,900,Ford,Темний весняно-зелений,137,50,2017
1978,TI0957TI,200,Audi,Синій (пігмент),266,7,2004
1979,AE5783KM,Expedition,Toyota,Смарагдовий,124,14,1949
1980,BX2260TT,350Z,Ford,Блідо-пурпуровий,286,2,2015
1981,ED3452MB,323,Lamborghini,Пастельно-рожевий,127,28,1932
1982,MI1257MP,Colorado Crew Cab,Ford,Зелений мох,183,13,1975
1983,IA5145TI,Challenger,Mercedes-Benz,Джинсовий,117,6,1972
1984,IN2906PO,Cabrio (New),Acura,Відбірний жовтий,121,26,1898
1985,BI2261CK,S40,Jeep,Кардинал (колір),201,46,1916
1986,KM1641CT,Patriot,Dodge,Малахітовий,153,41,1886
1987,IN0395KA,Bolt EV,Ford,Нефритовий,204,39,1910
1988,AB9259OA,MPV,GMC,Темно-брунатний,123,1,1902
1989,XT0668OA,C70,Ford,Синій Клейна,170,7,1949
1990,NA7927OK,RL,INFINITI,Темно-зелений,296,30,1943
1991,AM8125PT,ILX,Chevrolet,Латунний,119,28,1936
1992,ET1630CB,Silverado 1500 Extended Cab,Subaru,Мідний,288,43,1988
1993,EK0179TI,2500 HD Regular Cab,Nissan,Сині яйця малинівки,227,21,1969
1994,XN8393TY,Lancer,Isuzu,Брунато-малиновий,119,36,1999
1995,AM5603AN,Tahoe,Toyota,Баклажановий,293,38,1983
1996,XO7588AE,Caravan Cargo,Jeep,Візантійський,133,44,1986
1997,AR5366BX,Mercedes-AMG C-Class,GMC,Рожево-лавандний,258,48,1921
1998,OK9590XN,Tracker,Ford,Берлінська лазур,175,15,1889
1999,EK6222TB,Veloster,Kia,Індиго,214,10,1996
2000,ES6310EP,F350 Super Duty Regular Cab,Mercedes-Benz,Темно-зелений хакі,175,34,1981
2001,MR6509XT,Corolla,Dodge,Блакитний,175,45,1898
2002,SM1202EE,NV3500 HD Passenger,Chevrolet,Зелений армійський,152,44,1913
2003,OE9394TC,Forester,Hyundai,Бістр,131,43,1960
2004,KX0970MA,Ram 3500 Regular Cab,Ram,Темний пастельно-зелений,195,7,2003
2005,BX5104OX,Sierra 1500 Regular Cab,Volvo,Аметистовий,229,14,1965
2006,MV5892ON,Integra,Audi,Червоновато-брунатний,206,23,2007
2007,KO4378TB,9000,GMC,Кукурудзяний,152,25,1955
2008,IV8493OP,400 SE,Chevrolet,Візантійський,138,39,1991
2009,SM4660ET,Century,Volkswagen,Темно-брунатний,266,49,1909
2010,KK8745HM,Impala,Ford,Зелений армійський,225,42,1889
2011,NN8294EO,Stratus,Scion,Золотий,166,16,1951
2012,SE4753TX,Caliber,Chevrolet,Зелена мʼята,150,18,1999
2013,SV6900TT,Dakota Club Cab,Saab,Бірюзовий,278,29,2017
2014,NT1886XP,Justy,Chevrolet,Шоколадний,289,20,1990
2015,XI0438KA,Aveo,Mercedes-Benz,Світло-синій,232,44,1966
2016,SE5799CE,7 Series,Oldsmobile,Блідий рожево-ліловий,220,49,1898
2017,EV5564KO,WRX,Volvo,Візантійський,122,22,1935
2018,OA4690IP,Quattroporte,GMC,Ясно-вишневий,232,38,1977
2019,KE2092PK,S6,Ram,Аметистовий,140,4,1915
2020,OA0286KK,Vantage,INFINITI,Ясно-вишневий,179,41,1984
2021,NT8524MB,Grand Vitara,BMW,Ціано-блакитний,148,13,1950
2022,AA5687BB,Protege,Nissan,Зелений,276,31,1961
2023,AK1787MM,M3,GMC,Червоно-буро-помаранчевий,286,31,1974
2024,XO7994MI,599 GTO,BMW,Бузковий,128,18,2004
2025,NI8310MK,Lumina APV,Chevrolet,Візантійський,116,28,1969
2026,MI7305HT,QX80,Daewoo,Сиваво-зелений,197,14,1984
2027,RR5941TB,Outback,INFINITI,Мандариновий,287,13,1895
2028,ED6584IO,Pilot,Acura,Білий навахо,231,32,1939
2029,TA0940BH,Sunfire,Ford,Сапфіровий,174,4,2019
2030,NA8775TZ,TSX,Aston Martin,Блідо-волошковий,170,17,1891
2031,BM7295HE,Grand Cherokee,GMC,Бронзовий,262,6,2020
2032,AO7325CI,Mercedes-AMG GLA,HUMMER,Циннвальдит,183,10,1917
2033,RE2430TT,Optima Hybrid,Mercedes-Benz,Темний індиго,111,38,1939
2034,KK5654EP,Econoline E150 Passenger,Chrysler,Панг,149,26,1935
2035,ED6702TZ,Continental,FIAT,Умбра,238,6,1959
2036,XA5374CK,Sierra 3500 Crew Cab,Ford,Кіновар,220,21,1886
2037,TA1177HE,Forte,Plymouth,Амарантово-рожевий,145,40,1901
2038,EX0213AM,G-Class,Ford,Латунний,156,6,1993
2039,AI4754HC,Elantra GT,Audi,Темно-зелений хакі,281,28,1933
2040,AC4883IM,Tiguan,Acura,Темно-аспідний сірий,266,27,1891
2041,IA9292CX,Reno,Chevrolet,Темно-оливковий,287,20,1940
2042,BI1708BK,Ranger Regular Cab,Ford,Цинамоновий,117,23,1934
2043,EE7435KI,X5 M,Lincoln,Панг,191,21,2018
2044,IN9756PT,Mountaineer,Honda,Кораловий,270,18,1992
2045,BM6912AK,Sidekick,Ford,Золотаво-березовий,124,47,1980
2046,NT2099HC,CLK-Class,Mercedes-Benz,Латунний,224,28,1973
2047,KB3600MP,3500 Extended Cab,BMW,Глибокий фіолетовий,184,1,1903
2048,ET4256IO,A8,Honda,Яскраво-бурштиновий,199,38,1934
2049,TA5869AT,MKX,Aston Martin,Дерева,171,24,1980
2050,ED7862CA,Forenza,Saab,Сірий шифер,233,31,1914
2051,SV2366PN,S-Class,Dodge,Зелений армійський,205,50,1966
2052,SS9070KC,Sonata,Lincoln,Темний весняно-зелений,104,38,2021
2053,OA6566PI,M3,Dodge,Оливковий,294,22,1950
2054,KE4143KK,Caravan Cargo,Lincoln,Пурпуровий,226,21,1935
2055,KO6221AX,57,Saturn,Синя сталь,111,4,1978
2056,OA7157EE,Ram 1500 Club Cab,BMW,Темно-мандариновий,253,29,2018
2057,MV1291KN,M,Hyundai,Амарантовий,297,35,1889
2058,SV0378TC,Sierra 2500 HD Regular Cab,Chevrolet,Фіолетово-баклажановий,201,25,1982
2059,NA4462TZ,QX,Mercedes-Benz,Світло-синій,186,22,1981
2060,XI5701HO,Ghibli,Chevrolet,Зелена весна,185,2,1939
2061,MI6896BN,Range Rover Sport,Land Rover,Бурий,288,23,1968
2062,KE6478IK,Contour,Lexus,Сірий,154,5,1919
2063,IN2963MI,Express 2500 Passenger,Nissan,Світло-синій,160,10,1968
2064,NV2076CA,Imperial,Toyota,Колір морської піни,182,15,1914
2065,KB6024EP,Charger,Suzuki,Темно-зелений хакі,179,2,1940
2066,MH7669XC,Yukon,INFINITI,Темно-бірюзовий,130,50,1992
2067,TI3663HK,Escalade,Mercedes-Benz,Ясно-лазуровий,281,9,1986
2068,XO7654XA,Savana 1500 Cargo,Chevrolet,Помаранчево-рожевий,252,42,1891
2069,TM8487BO,MDX,Chevrolet,Грушевий,201,34,1970
2070,EO0400PX,Prius,Tesla,Блідо-брунатний,225,33,1952
2071,KH6147TC,570S,BMW,Темно-лососевий,209,49,1990
2072,SE7317XO,Rogue,Oldsmobile,Білий,197,46,1897
2073,TT9158EI,E350 Super Duty Passenger,Nissan,Алізариновий червоний,274,32,1933
2074,KA1212XN,B-Series Regular Cab,Chevrolet,Ясно-лазуровий,203,24,1987
2075,BN1984TU,New Beetle,Hyundai,Жовтий,144,17,2006
2076,OE9834XK,VUE,Chevrolet,Ясно-лазуровий (веб),198,30,1908
2077,MV5924HT,Ranger Regular Cab,Mercury,Темно-лососевий,218,1,1987
2078,RN6990IX,Convertible,Toyota,Зелений мох,251,1,1911
2079,XO5556MM,Mercedes-AMG GLA,Hyundai,Нефритовий,263,22,1935
2080,KX4835KT,Tiburon,Volvo,Геліотроп,134,40,1950
2081,IA5108IX,Land Cruiser,Isuzu,Лососевий,194,2,1913
2082,AE1142HM,A3,Cadillac,Бузковий,185,4,1952
2083,AI4283XK,Terrain,Subaru,Цинамоновий,274,15,1935
2084,ES7409EK,GLA,Nissan,Пурпуровий,157,7,2000
2085,EE5360XB,Explorer,Volkswagen,Бурштиновий,127,22,1940
2086,BM5163OO,Mustang,Chevrolet,Візантійський,146,46,1886
2087,TM1887CO,E150 Passenger,Toyota,Ясно-лазуровий (веб),204,1,1971
2088,OV3035BI,Sierra 3500 HD Regular Cab,BMW,Блідо-волошковий,259,35,2013
2089,EI4508MX,Jetta,MAZDA,Мідний,138,5,1946
2090,EA0001XB,2500 Crew Cab,Mitsubishi,Жовтий,205,38,1898
2091,NE4456TV,Quattroporte,Kia,Абрикосовий,123,33,2003
2092,AE5953KM,C-Class,Porsche,Багряний,113,3,1941
2093,RE7656OI,Dakota Regular Cab,Suzuki,Темний жовто-брунатний,281,5,1961
2094,EI7532AE,Forester,BMW,Шафрановий,163,42,1926
2095,SA9614AB,Sentra,MAZDA,Лляний,239,5,1950
2096,TS0907MA,Ram 2500 Quad Cab,Ford,Пастельно-зелений,207,36,1951
2097,BM2276OO,Sierra 3500 HD Crew Cab,Chevrolet,Гірчичний,136,33,2012
2098,OV0006EI,EX,Dodge,Темний індиго,238,5,1944
2099,AR8133MI,M2,Toyota,Багряний,208,1,1896
2100,IE1088CK,Cayenne,GMC,Чорний,286,49,1899
2101,TI5861KT,Explorer,Ford,Зелений армійський,271,21,1960
2102,BM7436HN,Yukon XL 1500,Cadillac,Амарантово-рожевий,169,45,1945
2103,KO6164IM,Captiva Sport,Dodge,Панг,290,18,1991
2104,BK9338XP,Impreza,Cadillac,Кардинал (колір),281,21,1910
2105,XA8018KA,Explorer,Mercedes-Benz,Фіолетово-червоний,146,34,1957
2106,ED3067BE,Outlander Sport,Cadillac,Умбра,167,21,1947
2107,BE4331EO,F350 Super Duty Regular Cab,MAZDA,Сині яйця малинівки,197,9,1951
2108,KC6201HP,Dakota Club Cab,Bentley,Нефритовий,212,40,1981
2109,ME8147TN,Montero Sport,Pontiac,Сапфіровий,281,49,1926
2110,KH2870OP,Sonoma Extended Cab,MAZDA,Шафрановий,121,16,1938
2111,AN5731PE,A-Class,Saab,Захисний синій,239,17,1893
2112,NI2024OE,Grand Prix,MAZDA,Блідо-карміновий,201,40,1996
2113,OA2312OP,Celica,Hyundai,Жовтий,203,10,1906
2114,EE6119IO,Outback,Chevrolet,Лимонний,290,31,1961
2115,KH7297PM,Navigator,MAZDA,Сигнально-помаранчевий,167,2,1887
2116,RX6821BA,ILX,Ford,Смарагдовий,197,12,1975
2117,TM6333XX,S-Series,GMC,Ясно-лазуровий,286,10,1934
2118,TO9284OM,Celica,Nissan,Андроїдний зелений,203,46,1965
2119,KA7762MK,XJ,Acura,Кардинал (колір),257,20,2013
2120,KE5546PK,Colorado Crew Cab,Nissan,Дерева,163,30,2011
2121,KK1060PI,Crosstrek,Chevrolet,Сливовий,180,44,2007
2122,MK6983EB,3500 Regular Cab,GMC,Захисний синій,270,48,2015
2123,EK1759XT,Optima,Kia,Ясно-вишневий,144,11,1922
2124,OK5449MB,Econoline E150 Cargo,Toyota,Синя пил,114,49,1986
2125,XA1504TM,CR-V,Hyundai,Оливковий,250,2,1993
2126,XK9011TO,911,Dodge,Рожево-лавандний,198,29,1980
2127,NO6927PC,RX,Dodge,Болотний,117,49,1934
2128,RR5656KK,Mustang,Chrysler,Темно-рожевий,135,29,1900
2129,IE6062AB,FX,Toyota,Палена сіена,242,29,2000
2130,MT3992KC,Sierra 3500 Extended Cab,Chrysler,Дерева,296,19,1957
2131,TA4880OB,Suburban,GMC,Хакі,129,33,1938
2132,XO0238CP,Transit 350 Wagon,Volvo,Аквамариновий,117,21,1957
2133,KB5051HK,Explorer,Subaru,Сірий,279,33,2019
2134,KK7769XI,2500 HD Club Coupe,Ram,Рожево-ліловий,145,2,1896
2135,MT4614CT,Ram 1500 Regular Cab,Hyundai,Блідо-пурпуровий,208,30,1917
2136,OA1013HT,X7,MAZDA,Міжнародний помаранчевий,250,6,1952
2137,ET9098OM,Quattro,Toyota,Пісочний колір,256,30,1905
2138,KO8149OT,Millenia,Chevrolet,Блідо-рожевий,261,3,1933
2139,NA5050MO,Forenza,Chrysler,Ліловий,273,3,2012
2140,RR1748PA,Beretta,Mercedes-Benz,Темно-лазурний,291,35,1969
2141,BS7204MC,Express 1500 Cargo,Ford,Темно-мандариновий,229,14,1954
2142,EX8479TX,RL,Mercedes-Benz,Ясно-вишневий,147,42,1982
2143,BI4802IC,Sonata,Ferrari,Зелене море,118,39,1948
2144,KT0972PK,F250 Super Duty Regular Cab,Chevrolet,Пастельно-зелений,152,41,1941
2145,NV8277BC,Q,Dodge,Блідо-пісочний,246,15,1911
2146,KE4585PM,Sonata,Chevrolet,Ніжно-блакитний,160,10,1923
2147,KM7167CA,Range Rover Sport,Dodge,Багряний,254,40,2010
2148,BK9265HA,Lucerne,Mercury,Бузковий,213,34,1978
2149,TR9077AE,Odyssey,Oldsmobile,Червоновато-брунатний,204,3,1886
2150,EE0849PC,Econoline E350 Cargo,Honda,Алізариновий червоний,165,11,2002
2151,BE4311IA,Insight,MAZDA,Темний хакі,155,38,1971
2152,KT8172MB,RX,GMC,Індиго,264,6,1914
2153,TM5340MI,Commander,INFINITI,Захисний синій,294,18,1891
2154,RR1022MP,Grand Marquis,Toyota,Блакитно-зелений,128,43,2003
2155,RR7665MT,Countryman,GMC,Темний зелений чай,116,24,2014
2156,DC0794AY,Q7,Chevrolet,Темно-карміновий,224,41,1982
2157,NX2832HN,Forte,GMC,Сині яйця малинівки,241,10,1992
2158,XE4055PP,Quest,Audi,Блідо-волошковий,261,29,1990
2159,EE6796HB,M3,GMC,Блакитний Брандейса,187,21,1983
2160,OE8926KC,Q40,Kia,Ціано-блакитний,117,8,1994
2161,XO4840AK,Patriot,Mitsubishi,Умбра,247,9,1995
2162,KH2293AC,CTS,Lincoln,Темно-зелений,137,26,1903
2163,SA8456AZ,Niro,Lexus,Пастельно-рожевий,144,33,1897
2164,KB4592HO,Century,Ram,Яскраво-бурштиновий,111,45,1909
2165,KI6034TX,Frontier Crew Cab,Land Rover,Темний жовто-брунатний,160,36,1892
2166,EM5915XE,CTS-V,Ford,Іржавий,299,22,1924
2167,SE1419IP,Wrangler,Ferrari,Жовтий,168,10,1903
2168,RA3741XI,Uplander Passenger,Audi,Глицінія,150,20,1905
2169,KE8310XM,MAZDA3,Nissan,Блакитний,135,26,1988
2170,MK4963HO,Legend,Kia,Ясно-вишневий,182,13,1939
2171,XO8663AY,Outback,Saab,Візантійський,161,9,1985
2172,OE0457ME,Avenger,Lamborghini,Морквяний,229,44,1953
2173,ME2791MP,Escalade ESV,Acura,Зелений чай,280,19,1892
2174,AT0348PT,Savana 1500 Passenger,Suzuki,Морквяний,290,32,1914
2175,BI3711CX,GL-Class,Dodge,Пурпуровий,189,32,2021
2176,IN8748XB,Express 2500 Cargo,Pontiac,Темний хакі,236,16,1972
2177,KK2226PA,Sportage,Ford,Золотаво-березовий,142,46,1911
2178,ET5466HP,CTS,Porsche,Глибокий фіолетовий,293,25,2004
2179,KE1003PO,Murano,Oldsmobile,Синя сталь,258,36,1989
2180,EK7104AE,Grand Am,Maserati,Яскраво-бурштиновий,227,47,1925
2181,BA6712EP,Grand Cherokee,Honda,Іржавий,166,36,1905
2182,EK0717MK,LeSabre,Toyota,Зеленувато-блакитний,142,23,1969
2183,KE3114XX,A4,Lexus,Атомний мандаріновий,174,10,1938
2184,OA3873OK,Land Cruiser,Toyota,Панг,276,9,1983
2185,SN3438MA,Savana 1500 Cargo,Ford,Кремовий,101,36,2006
2186,XO0726MK,ZDX,Toyota,Блідо-брунатний,263,35,1914
2187,NK2896BH,M-Class,Honda,Умбра палена,183,16,1964
2188,KC0997MT,Taurus,BMW,Блакитний,276,5,1911
2189,BA1395EI,Odyssey,Mercedes-Benz,Ціан (колір),127,31,1982
2190,AO0517MP,GX,Toyota,Синій (пігмент),105,16,1964
2191,BO8396IP,RAV4,Volkswagen,Темно-синій,286,38,2014
2192,AI6185IK,Impreza,Volkswagen,Гірчичний,275,32,2004
2193,EX0094HX,S10 Crew Cab,Freightliner,Барвінковий,206,29,1939
2194,AM6582AB,X5,Dodge,Темний жовто-брунатний,160,4,2018
2195,MR7368BB,Mercedes-AMG CLA,Lincoln,Кремовий,263,17,1952
2196,OE4178BT,Traverse,Lincoln,Лососевий,187,45,1919
2197,MI7130KX,1500 Crew Cab,Kia,Болотний,200,50,1963
2198,AO3842AB,E150 Cargo,Hyundai,Аквамариновий,271,43,2002
2199,RV1140BN,Prizm,Toyota,Діамантово-рожевий,231,18,1956
2200,KC0053BL,E150 Cargo,Nissan,Морквяний,121,15,1983
2201,SM2026IX,Tundra CrewMax,Acura,Рожевий,134,43,2009
2202,BI9004KK,B-Series Regular Cab,Toyota,Блідий рожево-ліловий,188,10,2012
2203,BB4837MM,cube,BMW,Темний хакі,162,21,1891
2204,TS5940PB,Voyager,Suzuki,Зелене море,179,25,1984
2205,SN9571AI,cube,Kia,Зелений мох,230,15,1997
2206,RX7470HM,Prius v,Dodge,Сангрія,162,12,1913
2207,XA9340HX,MDX Sport Hybrid,Chrysler,Темно-аспідний сірий,287,1,1913
2208,AR2366TM,TL,Chevrolet,Бурштиновий,207,15,1918
2209,KE7746TP,Optima Hybrid,Ford,Амарантовий,223,18,1986
2210,TA5324OB,Previa,Ford,Сині яйця малинівки,227,32,1941
2211,RE6672CI,Maxima,Lincoln,Сиваво-зелений,125,37,1963
2212,IA0155XK,RDX,Mercedes-Benz,Темно-брунатний,284,23,1925
2213,BK7990KX,2500 Mega Cab,Chevrolet,Сепія,239,50,1952
2214,OE0577EI,F12berlinetta,Audi,Червоно-буро-помаранчевий,215,17,1962
